key,text
views.overlays.loading_overlay_view.starting_backend_process,正在啟動 ComfyUI 伺服器。\n即時伺服器日誌顯示在下方。
views.overlays.loading_overlay_view.maintenance_completed_setup,維護已完成。\n正在恢復設定。
views.overlays.loading_overlay_view.backend_ready_handoff,ComfyUI 伺服器已就緒。\n正在連接 Nexus 介面。
views.overlays.loading_overlay_view.backend_online_title,後端線上
views.overlays.loading_overlay_view.comfyui_ready_loading_nexus_interface,ComfyUI 已就緒。正在載入 Nexus 介面。
views.overlays.loading_overlay_view.finalizing_nexus_link,正在完成 NEXUS 連結...
views.overlays.loading_overlay_view.nexus_app_entry_not_connected,Nexus App Entry 未連線。
views.overlays.loading_overlay_view.booting,正在引導
views.overlays.loading_overlay_view.engaging,正在啟動
views.overlays.loading_overlay_view.awaiting_port,等待連接埠
views.overlays.loading_overlay_view.waiting,等待中
views.overlays.loading_overlay_view.failed,失敗
views.overlays.loading_overlay_view.cleaning,清理中
views.overlays.loading_overlay_view.recovery_failed,恢復失敗
views.overlays.loading_overlay_view.clean,清理
views.overlays.loading_overlay_view.continue_cleanup,繼續清理
views.overlays.loading_overlay_view.set_host_used_when_nexus_starts_comfyui,設定 Nexus 啟動 ComfyUI 時使用的主機。
views.overlays.loading_overlay_view.use_compact_host_without_spaces,請使用不含空格的緊湊主機值。
views.overlays.loading_overlay_view.set_port_used_when_nexus_starts_comfyui,設定 Nexus 啟動 ComfyUI 時使用的連接埠。
views.overlays.loading_overlay_view.use_port_between_1_and_65535,請使用 1 到 65535 之間的連接埠。
views.overlays.loading_overlay_view.launching_nexus,正在啟動 Nexus
views.overlays.loading_overlay_view.setup_complete_initializing_nexus_shell,設定已完成。正在初始化 Nexus 外殼。
views.overlays.loading_overlay_view.system_booting,系統引導中...
views.overlays.loading_overlay_view.launch_link_missing,缺少啟動連結
views.overlays.loading_overlay_view.launch_failed,啟動失敗
views.overlays.loading_overlay_view.launch_failed_title,啟動失敗
views.overlays.product_setup_view.select_your_deployment_strategy,選擇部署策略
views.overlays.product_setup_view.deploy_new_environment,部署新環境
views.overlays.product_setup_view.build_a_complete_isolated_comfyui_setup_from_scratch_wit,從零開始構建一個完整、隔離的 ComfyUI 環境。
views.overlays.product_setup_view.connect_existing_path,連接現有路徑
views.overlays.product_setup_view.link_your_local_comfyui_folder_and_synchronize_with_nexu,連結您的本機 ComfyUI 資料夾並與 Nexus 同步。
views.overlays.product_setup_view.initiation_sequence,啟動序列
views.overlays.product_setup_view.0_0_ready,0/0 就緒
views.overlays.product_setup_view.required_systems_are_checked_in_order_optional_modules_s,按順序檢查所需系統。\n選用模組不會中斷啟動，並可在下方繼續設定。
views.overlays.product_setup_view.optional_setup,可選設定
views.overlays.product_setup_view.workspace_link,工作區連結
views.overlays.product_setup_view.identify_the_root_directory_of_your_existing_comfyui_ins,指定您現有 ComfyUI 安裝的根目錄。
views.overlays.product_setup_view.command_center,指揮中心
views.overlays.product_setup_view.system_runtime_monitoring_kernel_v4_2_0_nexus,系統執行監控 // 核心 v4.2.0-NEXUS
views.overlays.product_setup_view.boot_matrix,啟動矩陣
views.overlays.product_setup_view.cuda_device,CUDA 裝置
views.overlays.product_setup_view.scanning,正在掃描...
views.overlays.product_setup_view.boot_channel,啟動通道
views.overlays.product_setup_view.probe,探測
views.overlays.product_setup_view.server_state,伺服器狀態
views.overlays.product_setup_view.ready_to_start_backend,準備好啟動後端。
views.overlays.product_setup_view.engage_boot,開始引導
views.overlays.product_setup_view.back,返回
views.overlays.product_setup_view.start,開始
views.overlays.settings_overlay_view.nexus_settings,NEXUS 設定
views.overlays.settings_overlay_view.comfyui_runtime_toolchain_server_launch_and_maintenance,ComfyUI 執行環境、伺服器啟動與維護控制。
views.overlays.settings_overlay_view.restart_required_to_apply_pending_changes,需要重新啟動以套用變更。
views.overlays.settings_overlay_view.next_boot_checklist,下次啟動清單
views.overlays.settings_overlay_view.expand,展開
views.overlays.settings_overlay_view.tools,工具
views.overlays.settings_overlay_view.server,伺服器
views.overlays.settings_overlay_view.maintenance,維護
views.overlays.settings_overlay_view.extensions,擴充功能
views.overlays.settings_overlay_view.about,關於
views.overlays.settings_overlay_view.runtime_source,執行環境源
views.overlays.settings_overlay_view.local,本地
views.overlays.settings_overlay_view.custom,自定義
views.overlays.settings_overlay_view.open_folder,開啟資料夾
views.overlays.settings_overlay_view.change_path,更改路徑
views.overlays.settings_overlay_view.check_updates,檢查更新
views.overlays.settings_overlay_view.update_now,立即更新
views.overlays.settings_overlay_view.check_repository_status_to_see_whether_this_comfyui_chec,檢查儲存庫狀態以查看是否有可用更新。
views.overlays.settings_overlay_view.comfy_core_source,ComfyUI 源
views.overlays.settings_overlay_view.comfy_core_source_remote_detail,遠端 Git 源。
views.overlays.settings_overlay_view.comfy_core_source_builtin_detail,Nexus 相容源。
views.overlays.settings_overlay_view.comfy_core_source_external_detail,外部路徑使用自己的源。
views.overlays.settings_overlay_view.comfy_core_source_remote_scheduled,已排程同步遠端源。儲存並重新啟動伺服器後會在啟動前套用。
views.overlays.settings_overlay_view.comfy_core_source_builtin_scheduled,已排程使用內建相容源。儲存並重新啟動伺服器後會在啟動前套用。
views.overlays.settings_overlay_view.comfy_core_source_unchanged,ComfyUI 源與已儲存設定一致。
views.overlays.settings_overlay_view.comfy_core_source_builtin_check,內建相容源由 Nexus 管理。變更源選項並重新啟動即可套用。
views.overlays.settings_overlay_view.system,系統
views.overlays.settings_overlay_view.built_in,內建
views.overlays.settings_overlay_view.runtime_mode,執行環境模式
views.overlays.settings_overlay_view.virtual_environment,虛擬環境
views.overlays.settings_overlay_view.create,建立
views.overlays.settings_overlay_view.reset,重設
views.overlays.settings_overlay_view.delete,刪除
views.overlays.settings_overlay_view.host,主機
views.overlays.settings_overlay_view.port,連接埠
views.overlays.settings_overlay_view.detecting_gpu,正在檢測 GPU...
views.overlays.settings_overlay_view.select_gpu,選擇 GPU
views.overlays.settings_overlay_view.runtime_recovery,執行環境修復
views.overlays.settings_overlay_view.clear_the_current_server_log_runtime_repair_is_available,清除目前日誌。可透過指揮中心執行執行環境修復。
views.overlays.settings_overlay_view.clear_log,清除日誌
settings.logs.clear_title,清除伺服器日誌？
settings.logs.clear_message,清空最新的 ComfyUI 伺服器日誌，並在可用時清空目前伺服器工作階段日誌。\n帶時間戳的歷史日誌會保留用於診斷。
settings.logs.clear_complete,伺服器日誌已清除。
settings.logs.clear_complete_count,已清除 {0} 個伺服器日誌檔案。
settings.logs.clear_already_empty,伺服器日誌已經是空的。
settings.logs.clear_locked,已清除 {0} 個伺服器日誌檔案。\n{1} 個作用中日誌檔案被鎖定。請停止伺服器後再次執行清除日誌。
settings.logs.clear_failed,清除伺服器日誌失敗。\n{0}
settings.maintenance.continue,繼續
settings.maintenance.prepare,準備
settings.maintenance.prepare_reset,準備重設
settings.maintenance.queue_title,正在加入維護工作
settings.maintenance.queue_detail,正在將所選維護步驟加入下一次啟動檢查清單...
settings.maintenance.reset_settings_title,重設 Nexus 設定？
settings.maintenance.reset_settings_message,這會將 nexus_settings.json 還原為預設值。\n已安裝的執行環境檔案、備份、外部 ComfyUI 資料夾與外部模型庫不會被刪除。\n維護步驟完成後，Nexus 會返回設定流程。
settings.maintenance.reset_settings_scheduled,已排程重設設定。正在準備維護復原...
settings.maintenance.purge_runtime_title,重設本地執行環境？
settings.maintenance.purge_runtime_message,這會刪除 Nexus 管理的執行環境檔案：\n{0}\n\n刪除內容包含 built-in ComfyUI、built-in Python/Git、受管理的 .venv、內部 models，以及 LocalRuntime/Installed 中的受管理 custom_nodes。\n\n外部 ComfyUI 資料夾與外部模型庫不會被刪除。\n以下位置中的備份會保留：\n{1}\n\n如果需要保留內部 models 或 custom_nodes，請先建立備份。
settings.maintenance.purge_runtime_queue_title,正在準備執行環境重設
settings.maintenance.purge_runtime_queue_detail,正在準備維護復原檢查清單...
settings.maintenance.purge_runtime_scheduled,已排程重設本地執行環境。正在準備維護復原...
settings.venv.create_title,建立 .venv？
settings.venv.reset_title,重設 .venv？
settings.venv.delete_title,刪除 .venv？
settings.venv.create_message_venv,這會建立隔離的 ComfyUI .venv 資料夾。\nNexus 會為 VENV 啟動安裝 requirements 與 CUDA PyTorch。\n此變更會在下次伺服器啟動前套用。
settings.venv.create_message_direct,這會建立隔離的 ComfyUI .venv 資料夾並修復其相依性。\n在你選擇 VENV 前，DIRECT 啟動模式會保持不變。\n此變更會在下次伺服器啟動前套用。
settings.venv.reset_message_active,這會刪除並重新建立 ComfyUI .venv 資料夾。\n.venv 內安裝的套件會被刪除，然後重新修復 requirements 與 CUDA PyTorch。\n請重新啟動伺服器後再使用重建後的環境。
settings.venv.reset_message_direct,這會刪除並重新建立 ComfyUI .venv 資料夾。\n.venv 內安裝的套件會被刪除，然後重新修復 requirements 與 CUDA PyTorch。\nDIRECT 啟動模式會保持不變。
settings.venv.delete_message_active,這會移除 ComfyUI .venv 資料夾，並將伺服器啟動模式切換為 DIRECT。\n僅安裝在 .venv 內的套件會被刪除。\n請重新啟動伺服器以套用變更。
settings.venv.delete_message_direct,這會移除 ComfyUI .venv 資料夾。\n僅安裝在 .venv 內的套件會被刪除。\nDIRECT 啟動模式會保持不變。
settings.venv.queue_create_title,正在加入 VENV 建立
settings.venv.queue_rebuild_title,正在加入 VENV 重建
settings.venv.queue_delete_title,正在加入 VENV 刪除
settings.venv.queue_detail,正在儲存所選執行環境計畫並更新下一次啟動檢查清單...
settings.venv.create_scheduled,已排程建立 .venv。重新啟動伺服器後會在啟動前建立。
settings.venv.rebuild_scheduled,已排程重建 .venv。重新啟動伺服器後會在啟動前重新建立。
settings.venv.delete_scheduled,已排程刪除 .venv。重新啟動伺服器後會在啟動前刪除。
views.overlays.settings_overlay_view.runtime_backup,執行環境備份
views.overlays.settings_overlay_view.create_or_restore_manual_runtime_backups_before_risky_ma,在執行維護前建立或還原執行環境備份。
views.overlays.settings_overlay_view.backup,備份
views.overlays.settings_overlay_view.restore,還原
views.overlays.settings_overlay_view.open_backups,開啟備份資料夾
views.overlays.settings_overlay_view.backups_can_be_large_delete_or_move_them_after_use_to_fr,備份檔案可能較大
views.overlays.settings_overlay_view.settings_reset,設定重設
views.overlays.settings_overlay_view.reset_nexus_settings_to_defaults_installed_runtime_files,將 Nexus 設定重設為預設值（保留已安裝檔案）。
views.overlays.settings_overlay_view.reset_settings,重設設定
views.overlays.settings_overlay_view.local_runtime_reset,本地執行環境重設
views.overlays.settings_overlay_view.deletes_localruntime_installed_on_next_boot_project_back,在下次啟動時刪除管理環境中的模型與插件。
views.overlays.settings_overlay_view.reset_local_runtime,重設本地執行環境
views.overlays.settings_overlay_view.dangerous_actions_ask_for_confirmation_before_running,執行危險操作前將要求確認。
views.overlays.settings_overlay_view.maintenance_log,維護日誌
views.overlays.settings_overlay_view.view_full_log,查看完整日誌
views.overlays.settings_overlay_view.essential_custom_nodes,核心自定義節點
views.overlays.settings_overlay_view.scan,掃描
views.overlays.settings_overlay_view.sync_update,同步 / 更新
views.overlays.settings_overlay_view.reinstall,重新安裝
views.overlays.settings_overlay_view.hud_sample_workflows,HUD 範例工作流程
views.overlays.settings_overlay_view.restore_hud_samples_description,還原已安裝 ComfyUI-HUD 中附帶的教學工作流程。
views.overlays.settings_overlay_view.restore_samples,還原範例
views.overlays.settings_overlay_view.restore_hud_samples_title,還原 HUD 範例
views.overlays.settings_overlay_view.restore_hud_samples_message,將已安裝的 HUD 範例工作流程複製到 ComfyUI workflows 資料夾。\n\n來源：\n{0}\n\n目標：\n{1}
views.overlays.settings_overlay_view.restore_hud_samples_conflict_message,HUD 範例資料夾中已有工作流程檔案。\n\n請選擇只還原缺少的檔案，或取代全部內建範例。\n\n來源：\n{0}\n\n目標：\n{1}
views.overlays.settings_overlay_view.restore_missing,還原缺少檔案
views.overlays.settings_overlay_view.replace_samples,取代範例
views.overlays.settings_overlay_view.restoring_hud_samples,正在還原 HUD 範例工作流程...
views.overlays.settings_overlay_view.hud_samples_restored,HUD 範例工作流程已還原。
views.overlays.settings_overlay_view.hud_samples_restore_failed,HUD 範例還原失敗：{0}
views.overlays.settings_overlay_view.custom_nodes_folder_status,Custom nodes 資料夾：{0}
views.overlays.settings_overlay_view.scanning_extensions_title,正在掃描自訂節點
views.overlays.settings_overlay_view.scanning_extensions_detail,正在檢查安裝狀態與 Git 修訂版本...
views.overlays.settings_overlay_view.queueing_extension_update_title,正在排定擴充功能更新
views.overlays.settings_overlay_view.queueing_extension_reinstall_title,正在排定擴充功能重新安裝
views.overlays.settings_overlay_view.queueing_extensions_detail,正在將所選自訂節點工作儲存到下次啟動清單...
views.overlays.settings_overlay_view.extension_scan_failed,自訂節點掃描失敗：{0}
settings.extensions.select_at_least_one,請至少選擇一個由 Nexus 管理的擴充功能進行修復。
settings.extensions.confirm_sync_title,同步所選擴充功能？
settings.extensions.confirm_reinstall_title,重新安裝所選擴充功能？
settings.extensions.confirm_sync_message,Nexus 會在下次啟動時排定所選擴充功能的 Git 同步/更新與安裝流程。\n\n已選擇：\n- {0}
settings.extensions.confirm_reinstall_message,Nexus 會在下次啟動時排定刪除所選擴充功能資料夾、重新 clone，並執行安裝流程。\n\n已選擇：\n- {0}
settings.extensions.queue_sync,排定同步
settings.extensions.queue_reinstall,排定重新安裝
settings.extensions.sync_scheduled,已排定所選擴充功能同步/更新。重新啟動伺服器後會在啟動前執行。
settings.extensions.reinstall_scheduled,已排定所選擴充功能重新安裝。重新啟動伺服器後會在啟動前執行。
settings.extensions.repair_queued,受管理擴充功能修復已排定到下次啟動。
settings.extensions.scanning_status,正在掃描 Nexus 管理的擴充功能...
settings.extensions.scan_ready,所有受管理擴充功能已準備就緒。資料夾：{0}
settings.extensions.scan_missing,有缺失的受管理擴充功能。資料夾：{0}
settings.extensions.scan_failed_status,擴充功能掃描失敗。資料夾：{0}
settings.extensions.pending_title_all,修復受管理擴充功能
settings.extensions.pending_title_count,修復 {0} 個受管理擴充功能
settings.extensions.pending_detail_all,只同步並重新安裝 Nexus 管理的必要自訂節點。其他自訂節點不會被修改。
settings.extensions.pending_detail_targets,{0}：{1}
settings.extensions.action_reinstall,重新安裝
settings.extensions.action_sync_update,同步/更新
settings.pending_tasks.restart_reason,已排程的啟動工作：{0}
settings.pending_tasks.queued_for_next_boot,下次啟動將執行：{0}
settings.pending_tasks.queued_for_next_boot_heading,下次啟動將執行
settings.pending_tasks.queued_count,已排程 {0} 項
settings.pending_tasks.expand,展開
settings.pending_tasks.collapse,收合
settings.pending_tasks.running,執行中
settings.pending_tasks.required,必要
settings.pending_tasks.runtime_purge_title,重設本機執行環境
settings.pending_tasks.reset_setup_title,重設設定流程選擇
settings.pending_tasks.reset_all_title,重設設定
settings.pending_tasks.comfy_update_title,更新 ComfyUI
settings.pending_tasks.venv_create_title,建立 .venv
settings.pending_tasks.venv_rebuild_title,重建 .venv
settings.pending_tasks.venv_delete_title,刪除 .venv
settings.pending_tasks.runtime_repair_title,修復執行環境相依性
settings.pending_tasks.runtime_purge_detail,停止執行環境行程，刪除 LocalRuntime/Installed 和 Nexus pip 快取，然後返回設定流程。
settings.pending_tasks.reset_setup_detail,還原設定路徑和執行環境啟動選擇，然後繼續設定流程。
settings.pending_tasks.reset_all_detail,將設定檔還原為預設值。已安裝檔案會保留。
settings.pending_tasks.comfy_update_detail,執行 git pull、同步 requirements，並修復所選 Python 執行環境。
settings.pending_tasks.venv_create_detail,建立 Nexus 管理的 ComfyUI .venv，並在 VENV 啟動前修復相依性。
settings.pending_tasks.venv_rebuild_detail,刪除並重新建立 Nexus 管理的 ComfyUI .venv，然後修復相依性。
settings.pending_tasks.venv_delete_detail,在使用 DIRECT Python 啟動前移除 Nexus 管理的 ComfyUI .venv。
settings.pending_tasks.runtime_repair_detail,同步所選伺服器執行環境的 requirements 和 CUDA PyTorch。
settings.pending_tasks.generic_detail,此工作會在伺服器啟動前執行。
settings.operations.settings_operation,設定操作
settings.operations.select_comfy_path,正在選擇 ComfyUI 路徑
settings.operations.open_folder,正在開啟資料夾
settings.operations.check_comfy_updates,正在檢查更新
settings.operations.apply_comfy_update,正在更新 ComfyUI
settings.operations.repair_runtime,正在修復執行環境
settings.operations.select_custom_git,正在選擇 Git
settings.operations.select_custom_python,正在選擇 Python
settings.operations.select_pip_cache,正在選擇 pip 快取
settings.operations.open_pip_cache,正在開啟 pip 快取
settings.operations.clear_pip_cache,正在清理 pip 快取
settings.operations.venv_maintenance,正在維護 .venv
settings.operations.open_extensions_folder,正在開啟擴充資料夾
settings.operations.scan_extensions,正在掃描擴充
settings.operations.repair_extensions,正在安裝擴充
settings.operations.clear_server_log,正在清理伺服器日誌
settings.operations.reset_settings,正在重設設定
settings.operations.backup_runtime_data,正在備份執行環境資料
settings.operations.restore_runtime_data,正在還原執行環境資料
settings.operations.delete_runtime_backup,正在刪除執行環境備份
settings.operations.purge_local_runtime,正在重設執行環境
settings.status.working,工作中
settings.status.running_detail,正在執行：{0}
settings.status.language_changed,語言已變更
settings.status.app_restart,需要重新啟動應用程式
settings.status.language_changed_detail,儲存語言變更後，關閉並重新開啟 Nexus 以完整套用。
settings.status.app_restart_detail,關閉並重新開啟 Nexus 以完整套用已儲存的語言。
settings.status.changed_restart,已變更 + 需重啟
settings.status.restart_required,需要重啟
settings.status.changed_restart_detail,儲存變更後重新啟動伺服器，以套用執行環境差異。
settings.status.restart_required_detail,需要重啟：{0}
settings.status.changed,已變更
settings.status.changed_detail,存在尚未儲存的設定變更。
settings.status.saved,已儲存
settings.status.saved_detail,所有設定已儲存。
settings.actions.save_restart,儲存並重啟
settings.actions.run_tasks_restart,執行工作並重啟
settings.actions.run_restart,執行並重啟
settings.restart.save_restart_title,儲存並重新啟動伺服器？
settings.restart.save_restart_message,現在重啟會先儲存待處理設定，然後使用已儲存組態重新啟動 ComfyUI。{0}
settings.restart.run_tasks_title,執行已排程的啟動工作？
settings.restart.run_tasks_message,Nexus 會在啟動 ComfyUI 前執行這些工作：\n\n- {0}
views.overlays.settings_overlay_view.discard,捨棄
views.overlays.settings_overlay_view.save_changes,儲存更改
views.overlays.settings_overlay_view.queueing_task,正在排隊任務
views.overlays.settings_overlay_view.applying_settings_safely,正在安全套用設定...
views.overlays.settings_overlay_view.comfyui_operation_log,操作日誌
views.overlays.settings_overlay_view.full_process_output_for_the_latest_settings_operation,最新操作的完整詳細日誌。
views.rail.rail_view.assets,資產
views.rail.rail_view.media_assets,媒體資產
views.rail.rail_view.node_library,節點庫
views.rail.rail_view.comfyui_assets,ComfyUI 媒體資產
views.rail.rail_view.toggle_apps,切換應用
views.rail.rail_view.templates,範本
views.rail.rail_view.settings,設定
views.rail.rail_view.main_menu,主選單
views.rail.tools.apps.apps_view.apps,應用
views.rail.tools.apps.apps_view.workflow_designer,工作流設計器
views.rail.tools.apps.apps_view.advanced_node_graph_orchestration_and_management,進階節點圖編排與管理。
views.rail.tools.apps.apps_view.asset_manager,資產管理器
views.rail.tools.apps.apps_view.centralized_control_for_all_your_models_and_outputs,集中管理所有模型與輸出。
views.rail.tools.assets.assets_browser_view.assets,資產
views.rail.tools.assets.assets_browser_view.current_location,目前位置
views.rail.tools.assets.assets_browser_view.model_libraries,模型庫
views.rail.tools.assets.assets_browser_view.model_libraries_internal_only,僅使用內部模型
views.rail.tools.assets.assets_browser_view.model_libraries_external_count,內部 + {0} 個外部模型庫根目錄
views.rail.tools.assets.assets_browser_view.open_current_folder_in_explorer,在檔案總管中開啟
views.rail.tools.assets.assets_browser_view.search_assets,搜尋資產...
views.rail.tools.assets.assets_browser_view.search_assets_help,篩選目前資產清單。
views.rail.tools.assets.assets_browser_view.no_matching_assets_found,找不到相符的資產。
views.rail.tools.assets.assets_browser_view.bookmarks,資產書籤
views.rail.tools.assets.assets_browser_view.bookmarks_help,選擇已儲存的資產位置。
views.rail.tools.assets.assets_browser_view.updating_assets,正在更新資產...
views.rail.tools.media_assets.media_assets_view.title,媒體資產
views.rail.tools.media_assets.media_assets_view.refresh,重新整理媒體資產
views.rail.tools.media_assets.media_assets_view.open_folder,開啟目前媒體資料夾
