key,text
views.overlays.loading_overlay_view.repair_cuda_runtime,修复 CUDA 运行环境
views.overlays.loading_overlay_view.access_denied_core_link_not_found,访问被拒绝：未找到核心链接
views.overlays.loading_overlay_view.nexus_shell_utilities_require_access_to_your_comfyui_roo,Nexus 工具需要访问您的 ComfyUI 根目录。\n请建立链接以继续。
views.overlays.loading_overlay_view.select_comfyui_core_directory,选择 COMFYUI 核心目录
views.overlays.loading_overlay_view.no_comfyui_core_detected_on_this_terminal,未检测到 ComfyUI 核心？
views.overlays.loading_overlay_view.get_official_launcher,获取官方启动器
views.overlays.loading_overlay_view.clone_from_github,从 GitHub 克隆
views.overlays.loading_overlay_view.nexus_maintenance,NEXUS 维护
views.overlays.loading_overlay_view.backend_process_already_starting,ComfyUI 服务器已在启动。\n正在检查端口连接和 API 就绪状态。
views.overlays.loading_overlay_view.backend_offline_engage,ComfyUI 服务器当前离线。\n启动服务器以继续准备 Nexus。
views.overlays.loading_overlay_view.recover_runtime_and_boot_title,恢复运行环境并引导？
views.overlays.loading_overlay_view.recover_runtime_and_boot_message,这将同步 ComfyUI 依赖，修复所选运行环境的 CUDA PyTorch 轮子，然后启动服务器。可能需要几分钟。\n\n目标: {0}
views.overlays.loading_overlay_view.preparing_runtime_cleanup_recovery,正在准备运行环境清理恢复。\n在维护完成前，输入已被锁定。
views.overlays.loading_overlay_view.stopping_runtime_processes,正在停止运行进程并清理 LocalRuntime，随后将恢复设置。
views.overlays.loading_overlay_view.retry_cleanup,重试清理
views.overlays.loading_overlay_view.backend_alive_waiting_for_port,后端进程已激活。\n正在等待 ComfyUI 端口接受连接。
views.overlays.loading_overlay_view.repairing_runtime_before_backend_launch,正在启动后端前修复运行环境依赖。\n实时日志如下。
views.overlays.loading_overlay_view.starting_backend_process,正在启动 ComfyUI 服务器。\n实时服务器日志显示在下方。
views.overlays.loading_overlay_view.maintenance_completed_setup,维护已完成。\n正在恢复设置。
views.overlays.loading_overlay_view.backend_ready_handoff,ComfyUI 服务器已就绪。\n正在连接 Nexus 界面。
views.overlays.loading_overlay_view.backend_online_title,后端在线
views.overlays.loading_overlay_view.comfyui_ready_loading_nexus_interface,ComfyUI 已就绪。\n正在加载 Nexus 界面。
views.overlays.loading_overlay_view.finalizing_nexus_link,正在完成 NEXUS 链接...
views.overlays.loading_overlay_view.nexus_app_entry_not_connected,Nexus App Entry 未连接。
views.overlays.loading_overlay_view.booting,正在引导
views.overlays.loading_overlay_view.engaging,正在启动
views.overlays.loading_overlay_view.awaiting_port,等待端口
views.overlays.loading_overlay_view.waiting,等待中
views.overlays.loading_overlay_view.failed,失败
views.overlays.loading_overlay_view.cleaning,清理中
views.overlays.loading_overlay_view.recovery_failed,恢复失败
views.overlays.loading_overlay_view.clean,清理
views.overlays.loading_overlay_view.continue_cleanup,继续清理
views.overlays.loading_overlay_view.set_host_used_when_nexus_starts_comfyui,设置 Nexus 启动 ComfyUI 时使用的主机。
views.overlays.loading_overlay_view.use_compact_host_without_spaces,请使用不含空格的紧凑主机值。
views.overlays.loading_overlay_view.set_port_used_when_nexus_starts_comfyui,设置 Nexus 启动 ComfyUI 时使用的端口。
views.overlays.loading_overlay_view.use_port_between_1_and_65535,请使用 1 到 65535 之间的端口。
views.overlays.loading_overlay_view.launching_nexus,正在启动 Nexus
views.overlays.loading_overlay_view.setup_complete_initializing_nexus_shell,设置已完成。\n正在初始化 Nexus 外壳。
views.overlays.loading_overlay_view.system_booting,系统引导中...
views.overlays.loading_overlay_view.launch_link_missing,缺少启动链接
views.overlays.loading_overlay_view.launch_failed,启动失败
views.overlays.loading_overlay_view.launch_failed_title,启动失败
views.overlays.product_setup_view.select_your_deployment_strategy,选择部署策略
views.overlays.product_setup_view.deploy_new_environment,部署新环境
views.overlays.product_setup_view.build_a_complete_isolated_comfyui_setup_from_scratch_wit,从零开始构建一个完整、隔离的 ComfyUI 环境。
views.overlays.product_setup_view.connect_existing_path,连接现有路径
views.overlays.product_setup_view.link_your_local_comfyui_folder_and_synchronize_with_nexu,链接您的本地 ComfyUI 文件夹并与 Nexus 同步。
views.overlays.product_setup_view.initiation_sequence,启动序列
views.overlays.product_setup_view.0_0_ready,0/0 就绪
views.overlays.product_setup_view.required_systems_are_checked_in_order_optional_modules_s,按顺序检查所需系统。\n可选模块不会中断启动，并可在下方继续设置。
views.overlays.product_setup_view.optional_setup,可选设置
views.overlays.product_setup_view.workspace_link,工作区链接
views.overlays.product_setup_view.identify_the_root_directory_of_your_existing_comfyui_ins,指定您现有 ComfyUI 安装的根目录。
views.overlays.product_setup_view.command_center,指挥中心
views.overlays.product_setup_view.system_runtime_monitoring_kernel_v4_2_0_nexus,系统运行监控 // 内核 v4.2.0-NEXUS
views.overlays.product_setup_view.boot_matrix,启动矩阵
views.overlays.product_setup_view.cuda_device,CUDA 设备
views.overlays.product_setup_view.scanning,正在扫描...
views.overlays.product_setup_view.boot_channel,启动通道
views.overlays.product_setup_view.probe,探测
views.overlays.product_setup_view.server_state,服务器状态
views.overlays.product_setup_view.ready_to_start_backend,准备好启动后端。
views.overlays.product_setup_view.engage_boot,开始引导
views.overlays.product_setup_view.back,返回
views.overlays.product_setup_view.start,开始
views.overlays.settings_overlay_view.nexus_settings,NEXUS 设置
views.overlays.settings_overlay_view.comfyui_runtime_toolchain_server_launch_and_maintenance,ComfyUI 运行环境、服务器启动和维护控制。
views.overlays.settings_overlay_view.restart_required_to_apply_pending_changes,需要重启以应用更改。
views.overlays.settings_overlay_view.next_boot_checklist,下次启动清单
views.overlays.settings_overlay_view.expand,展开
views.overlays.settings_overlay_view.tools,工具
views.overlays.settings_overlay_view.server,服务器
views.overlays.settings_overlay_view.maintenance,维护
views.overlays.settings_overlay_view.extensions,扩展
views.overlays.settings_overlay_view.runtime_source,运行环境源
views.overlays.settings_overlay_view.local,本地
views.overlays.settings_overlay_view.custom,自定义
views.overlays.settings_overlay_view.open_folder,打开文件夹
views.overlays.settings_overlay_view.change_path,更改路径
views.overlays.settings_overlay_view.check_updates,检查更新
views.overlays.settings_overlay_view.update_now,立即更新
views.overlays.settings_overlay_view.check_repository_status_to_see_whether_this_comfyui_chec,检查存储库状态以查看是否有可用更新。
views.overlays.settings_overlay_view.comfy_core_source,ComfyUI 源
views.overlays.settings_overlay_view.comfy_core_source_remote_detail,远程 Git 源。
views.overlays.settings_overlay_view.comfy_core_source_builtin_detail,Nexus 兼容源。
views.overlays.settings_overlay_view.comfy_core_source_external_detail,外部路径使用自己的源。
views.overlays.settings_overlay_view.comfy_core_source_remote_scheduled,已计划同步远程源。\n请保存并重启服务器，以便在启动前应用。
views.overlays.settings_overlay_view.comfy_core_source_builtin_scheduled,已计划使用内置兼容源。\n请保存并重启服务器，以便在启动前应用。
views.overlays.settings_overlay_view.comfy_core_source_unchanged,ComfyUI 源与已保存设置一致。
views.overlays.settings_overlay_view.comfy_core_source_builtin_check,Nexus 正在管理内置兼容源。\n请更改源选项并重启服务器以应用。
views.overlays.settings_overlay_view.system,系统
views.overlays.settings_overlay_view.built_in,内置
views.overlays.settings_overlay_view.runtime_mode,运行环境模式
views.overlays.settings_overlay_view.virtual_environment,虚拟环境
views.overlays.settings_overlay_view.create,创建
views.overlays.settings_overlay_view.reset,重置
views.overlays.settings_overlay_view.delete,删除
views.overlays.settings_overlay_view.host,主机
views.overlays.settings_overlay_view.port,端口
views.overlays.settings_overlay_view.detecting_gpu,正在检测 GPU...
views.overlays.settings_overlay_view.select_gpu,选择 GPU
views.overlays.settings_overlay_view.runtime_recovery,运行环境恢复
views.overlays.settings_overlay_view.clear_the_current_server_log_runtime_repair_is_available,清除当前日志。可通过指挥中心执行运行环境修复。
views.overlays.settings_overlay_view.clear_log,清除日志
settings.logs.clear_title,清除服务器日志？
settings.logs.clear_message,清空最新的 ComfyUI 服务器日志，并在可用时清空当前服务器会话日志。\n带时间戳的历史日志会保留用于诊断。
settings.logs.clear_complete,服务器日志已清除。
settings.logs.clear_complete_count,已清除 {0} 个服务器日志文件。
settings.logs.clear_already_empty,服务器日志已经为空。
settings.logs.clear_locked,已清除 {0} 个服务器日志文件。\n{1} 个活动日志文件被锁定。请停止服务器后再次运行清除日志。
settings.logs.clear_failed,清除服务器日志失败。\n{0}
settings.maintenance.continue,继续
settings.maintenance.prepare,准备
settings.maintenance.prepare_reset,准备重置
settings.maintenance.queue_title,正在加入维护任务
settings.maintenance.queue_detail,正在把所选维护步骤加入下一次启动检查清单...
settings.maintenance.reset_settings_title,重置 Nexus 设置？
settings.maintenance.reset_settings_message,这会将 nexus_settings.json 恢复为默认值。\n已安装的运行环境文件、备份、外部 ComfyUI 文件夹和外部模型库不会被删除。\n维护步骤完成后，Nexus 会返回设置流程。
settings.maintenance.reset_settings_scheduled,已计划重置设置。\n正在准备维护恢复...
settings.maintenance.purge_runtime_title,重置本地运行环境？
settings.maintenance.purge_runtime_message,这会删除 Nexus 管理的运行环境文件：\n{0}\n\n删除内容包括 built-in ComfyUI、built-in Python/Git、托管 .venv、内部 models，以及 LocalRuntime/Installed 中的托管 custom_nodes。\n\n外部 ComfyUI 文件夹和外部模型库不会被删除。\n以下位置中的备份会保留：\n{1}\n\n如果需要保留内部 models 或 custom_nodes，请先进行备份。
settings.maintenance.purge_runtime_queue_title,正在准备运行环境重置
settings.maintenance.purge_runtime_queue_detail,正在准备维护恢复检查清单...
settings.maintenance.purge_runtime_scheduled,已计划重置本地运行环境。\n正在准备维护恢复...
settings.venv.create_title,创建 .venv？
settings.venv.reset_title,重置 .venv？
settings.venv.delete_title,删除 .venv？
settings.venv.create_message_venv,这会创建隔离的 ComfyUI .venv 文件夹。\nNexus 会为 VENV 启动安装 requirements 和 CUDA PyTorch。\n该更改会在下次服务器启动前应用。
settings.venv.create_message_direct,这会创建隔离的 ComfyUI .venv 文件夹并修复其依赖。\n在你选择 VENV 前，DIRECT 启动模式会保持不变。\n该更改会在下次服务器启动前应用。
settings.venv.reset_message_active,这会删除并重新创建 ComfyUI .venv 文件夹。\n.venv 内安装的软件包会被删除，然后重新修复 requirements 和 CUDA PyTorch。\n请重启服务器后再使用重建后的环境。
settings.venv.reset_message_direct,这会删除并重新创建 ComfyUI .venv 文件夹。\n.venv 内安装的软件包会被删除，然后重新修复 requirements 和 CUDA PyTorch。\nDIRECT 启动模式会保持不变。
settings.venv.delete_message_active,这会移除 ComfyUI .venv 文件夹，并将服务器启动模式切换为 DIRECT。\n仅安装在 .venv 内的软件包会被删除。\n请重启服务器以应用更改。
settings.venv.delete_message_direct,这会移除 ComfyUI .venv 文件夹。\n仅安装在 .venv 内的软件包会被删除。\nDIRECT 启动模式会保持不变。
settings.venv.queue_create_title,正在加入 VENV 创建
settings.venv.queue_rebuild_title,正在加入 VENV 重建
settings.venv.queue_delete_title,正在加入 VENV 删除
settings.venv.queue_detail,正在保存所选运行环境计划并更新下一次启动检查清单...
settings.venv.create_scheduled,已计划创建 .venv。\n请重启服务器，以便在启动前创建。
settings.venv.rebuild_scheduled,已计划重建 .venv。\n请重启服务器，以便在启动前重建。
settings.venv.delete_scheduled,已计划删除 .venv。\n请重启服务器，以便在启动前移除。
views.overlays.settings_overlay_view.runtime_backup,运行环境备份
views.overlays.settings_overlay_view.backup,备份
views.overlays.settings_overlay_view.restore,还原
views.overlays.settings_overlay_view.open_backups,打开备份文件夹
views.overlays.settings_overlay_view.settings_reset,设置重置
views.overlays.settings_overlay_view.reset_nexus_settings_to_defaults_installed_runtime_files,将 Nexus 设置重置为默认值（保留已安装文件）。
views.overlays.settings_overlay_view.reset_settings,重置设置
views.overlays.settings_overlay_view.local_runtime_reset,本地运行环境重置
views.overlays.settings_overlay_view.deletes_localruntime_installed_on_next_boot_project_back,在下次启动时删除管理环境中的模型和插件。
views.overlays.settings_overlay_view.reset_local_runtime,重置本地运行环境
views.overlays.settings_overlay_view.dangerous_actions_ask_for_confirmation_before_running,执行危险操作前将请求确认。
views.overlays.settings_overlay_view.maintenance_log,维护日志
views.overlays.settings_overlay_view.view_full_log,查看完整日志
views.overlays.settings_overlay_view.essential_custom_nodes,核心自定义节点
views.overlays.settings_overlay_view.scan,扫描
views.overlays.settings_overlay_view.sync_update,同步 / 更新
views.overlays.settings_overlay_view.reinstall,重新安装
views.overlays.settings_overlay_view.hud_sample_workflows,HUD 示例工作流
views.overlays.settings_overlay_view.restore_hud_samples_description,恢复已安装 ComfyUI-HUD 中附带的教程工作流。
views.overlays.settings_overlay_view.restore_samples,恢复示例
views.overlays.settings_overlay_view.restore_hud_samples_title,恢复 HUD 示例
views.overlays.settings_overlay_view.restore_hud_samples_message,将已安装的 HUD 示例工作流复制到 ComfyUI workflows 文件夹。\n\n来源：\n{0}\n\n目标：\n{1}
views.overlays.settings_overlay_view.restore_hud_samples_conflict_message,HUD 示例文件夹中已存在工作流文件。\n\n请选择仅恢复缺失文件，或替换全部内置示例。\n\n来源：\n{0}\n\n目标：\n{1}
views.overlays.settings_overlay_view.restore_missing,恢复缺失文件
views.overlays.settings_overlay_view.replace_samples,替换示例
views.overlays.settings_overlay_view.restoring_hud_samples,正在恢复 HUD 示例工作流...
views.overlays.settings_overlay_view.hud_samples_restored,HUD 示例工作流已恢复。
views.overlays.settings_overlay_view.hud_samples_restore_failed,HUD 示例恢复失败：{0}
views.overlays.settings_overlay_view.custom_nodes_folder_status,Custom nodes 文件夹：{0}
views.overlays.settings_overlay_view.scanning_extensions_title,正在扫描自定义节点
views.overlays.settings_overlay_view.scanning_extensions_detail,正在检查安装状态和 Git 修订版本...
views.overlays.settings_overlay_view.queueing_extension_update_title,正在安排扩展更新
views.overlays.settings_overlay_view.queueing_extension_reinstall_title,正在安排扩展重新安装
views.overlays.settings_overlay_view.queueing_extensions_detail,正在将所选自定义节点任务保存到下次启动列表...
views.overlays.settings_overlay_view.extension_scan_failed,自定义节点扫描失败：{0}
settings.extensions.select_at_least_one,请选择至少一个由 Nexus 管理的扩展进行修复。
settings.extensions.confirm_sync_title,同步所选扩展？
settings.extensions.confirm_reinstall_title,重新安装所选扩展？
settings.extensions.confirm_sync_message,Nexus 会在下次启动时排队执行所选扩展的 Git 同步/更新和安装流程。\n\n已选择：\n- {0}
settings.extensions.confirm_reinstall_message,Nexus 会在下次启动时排队删除所选扩展文件夹、重新 clone，并执行安装流程。\n\n已选择：\n- {0}
settings.extensions.queue_sync,排队同步
settings.extensions.queue_reinstall,排队重新安装
settings.extensions.sync_scheduled,已计划同步或更新所选扩展。\n请重启服务器，以便在启动前执行。
settings.extensions.reinstall_scheduled,已计划重新安装所选扩展。\n请重启服务器，以便在启动前执行。
settings.extensions.repair_queued,托管扩展修复已安排到下次启动。
settings.extensions.scanning_status,正在扫描 Nexus 托管扩展...
settings.extensions.scan_ready,所有托管扩展已准备就绪。\n文件夹：{0}
settings.extensions.scan_missing,存在缺失的托管扩展。\n文件夹：{0}
settings.extensions.scan_failed_status,扩展扫描失败。\n文件夹：{0}
settings.extensions.pending_title_all,修复托管扩展
settings.extensions.pending_title_count,修复 {0} 个托管扩展
settings.extensions.pending_detail_all,只同步并重新安装 Nexus 托管的必需自定义节点。其他自定义节点不会被修改。
settings.extensions.pending_detail_targets,{0}：{1}
settings.extensions.action_reinstall,重新安装
settings.extensions.action_sync_update,同步/更新
settings.pending_tasks.restart_reason,已排队的启动任务：{0}
settings.pending_tasks.queued_for_next_boot,下次启动将执行：{0}
settings.pending_tasks.queued_for_next_boot_heading,下次启动将执行
settings.pending_tasks.queued_count,已排队 {0} 项
settings.pending_tasks.expand,展开
settings.pending_tasks.collapse,收起
settings.pending_tasks.running,运行中
settings.pending_tasks.required,必需
settings.pending_tasks.runtime_purge_title,重置本地运行环境
settings.pending_tasks.reset_setup_title,重置设置流程选择
settings.pending_tasks.reset_all_title,重置设置
settings.pending_tasks.comfy_update_title,更新 ComfyUI
settings.pending_tasks.venv_create_title,创建 .venv
settings.pending_tasks.venv_rebuild_title,重建 .venv
settings.pending_tasks.venv_delete_title,删除 .venv
settings.pending_tasks.runtime_repair_title,修复运行环境依赖
settings.pending_tasks.runtime_purge_detail,停止运行环境进程，删除 LocalRuntime/Installed 和 Nexus pip 缓存，然后返回设置流程。
settings.pending_tasks.reset_setup_detail,恢复设置路径和运行环境启动选择，然后继续设置流程。
settings.pending_tasks.reset_all_detail,将设置文件恢复为默认值。已安装文件会保留。
settings.pending_tasks.comfy_update_detail,执行 git pull、同步 requirements，并修复所选 Python 运行环境。
settings.pending_tasks.venv_create_detail,创建 Nexus 管理的 ComfyUI .venv，并在 VENV 启动前修复依赖。
settings.pending_tasks.venv_rebuild_detail,删除并重新创建 Nexus 管理的 ComfyUI .venv，然后修复依赖。
settings.pending_tasks.venv_delete_detail,在使用 DIRECT Python 启动前移除 Nexus 管理的 ComfyUI .venv。
settings.pending_tasks.runtime_repair_detail,同步所选服务器运行环境的 requirements 和 CUDA PyTorch。
settings.pending_tasks.generic_detail,此任务会在服务器启动前执行。
settings.operations.settings_operation,设置操作
settings.operations.select_comfy_path,正在选择 ComfyUI 路径
settings.operations.open_folder,正在打开文件夹
settings.operations.check_comfy_updates,正在检查更新
settings.operations.apply_comfy_update,正在更新 ComfyUI
settings.operations.repair_runtime,正在修复运行环境
settings.operations.select_custom_git,正在选择 Git
settings.operations.select_custom_python,正在选择 Python
settings.operations.select_pip_cache,正在选择 pip 缓存
settings.operations.open_pip_cache,正在打开 pip 缓存
settings.operations.clear_pip_cache,正在清理 pip 缓存
settings.operations.venv_maintenance,正在维护 .venv
settings.operations.open_extensions_folder,正在打开扩展文件夹
settings.operations.scan_extensions,正在扫描扩展
settings.operations.repair_extensions,正在安装扩展
settings.operations.clear_server_log,正在清理服务器日志
settings.operations.reset_settings,正在重置设置
settings.operations.backup_runtime_data,正在备份运行环境数据
settings.operations.restore_runtime_data,正在恢复运行环境数据
settings.operations.delete_runtime_backup,正在删除运行环境备份
settings.operations.purge_local_runtime,正在重置运行环境
settings.status.working,工作中
settings.status.running_detail,正在运行：{0}
settings.status.language_changed,语言已更改
settings.status.app_restart,需要重启应用
settings.status.language_changed_detail,保存语言更改后，关闭并重新打开 Nexus 以完整应用。
settings.status.app_restart_detail,关闭并重新打开 Nexus 以完整应用已保存的语言。
settings.status.changed_restart,已更改 + 需重启
settings.status.restart_required,需要重启
settings.status.changed_restart_detail,保存更改后重启服务器，以应用运行环境差异。
settings.status.restart_required_detail,需要重启：{0}
settings.status.changed,已更改
settings.status.changed_detail,存在尚未保存的设置更改。
settings.status.saved,已保存
settings.status.saved_detail,所有设置已保存。
settings.actions.save_restart,保存并重启
settings.actions.run_tasks_restart,运行任务并重启
settings.actions.run_restart,运行并重启
settings.restart.save_restart_title,保存并重启服务器？
settings.restart.save_restart_message,现在重启会先保存待处理设置，然后使用已保存配置重新启动 ComfyUI。{0}
settings.restart.run_tasks_title,运行已排队的启动任务？
settings.restart.run_tasks_message,Nexus 会在启动 ComfyUI 前运行这些任务：\n\n- {0}
views.overlays.settings_overlay_view.discard,丢弃
views.overlays.settings_overlay_view.save_changes,保存更改
views.overlays.settings_overlay_view.queueing_task,正在排队任务
views.overlays.settings_overlay_view.applying_settings_safely,正在安全应用设置...
views.overlays.settings_overlay_view.comfyui_operation_log,操作日志
views.overlays.settings_overlay_view.full_process_output_for_the_latest_settings_operation,最新操作的完整详细日志。
views.rail.rail_view.assets,资产
views.rail.rail_view.media_assets,媒体资源
views.rail.rail_view.node_library,节点库
views.rail.rail_view.toggle_apps,应用切换
views.rail.rail_view.templates,模板
views.rail.rail_view.settings,设置
views.rail.tools.assets.assets_browser_view.assets,资产
views.rail.tools.assets.assets_browser_view.current_location,当前位置
views.rail.tools.assets.assets_browser_view.model_libraries,模型库
views.rail.tools.assets.assets_browser_view.model_libraries_internal_only,仅使用内部模型
views.rail.tools.assets.assets_browser_view.model_libraries_external_count,内部 + {0} 个外部模型库根目录
views.rail.tools.assets.assets_browser_view.open_current_folder_in_explorer,在资源管理器中打开
views.rail.tools.assets.assets_browser_view.search_assets,搜索资产...
views.rail.tools.assets.assets_browser_view.search_assets_help,筛选当前资产列表。
views.rail.tools.assets.assets_browser_view.no_matching_assets_found,未找到匹配资产。
views.rail.tools.assets.assets_browser_view.bookmarks,资产书签
views.rail.tools.assets.assets_browser_view.bookmarks_help,选择已保存的资产位置。
views.rail.tools.assets.assets_browser_view.updating_assets,正在更新资产...
views.rail.tools.media_assets.media_assets_view.title,媒体资源
views.rail.tools.media_assets.media_assets_view.refresh,刷新媒体资源
views.rail.tools.media_assets.media_assets_view.open_folder,打开当前媒体文件夹
views.rail.tools.media_assets.media_assets_view.output,Output
views.rail.tools.media_assets.media_assets_view.input,Input
views.rail.tools.media_assets.media_assets_view.output_feed_title,生成结果
views.rail.tools.media_assets.media_assets_view.output_feed_description,已从 ComfyUI Job Queue 同步
views.rail.tools.media_assets.media_assets_view.empty_title,暂无媒体资源
views.rail.tools.media_assets.media_assets_view.empty_description,生成或导入的图像文件会显示在这里。
views.rail.tools.media_assets.media_assets_view.loading_title,准备缩略图
views.rail.tools.media_assets.media_assets_view.loading_description,正在扫描当前媒体文件夹...
views.rail.tools.media_assets.media_assets_view.delete_selected_message,删除已选择的 {0} 个媒体文件？
views.rail.tools.media_assets.media_assets_view.sort_recent_desc,最新 ↓
views.rail.tools.media_assets.media_assets_view.sort_recent_asc,最旧 ↑
views.rail.tools.media_assets.media_assets_view.view_mode,缩略图列数
views.rail.tools.media_assets.media_assets_view.search_results,搜索结果...
views.rail.tools.media_assets.media_assets_view.search_results_help,筛选当前媒体列表。
views.rail.tools.media_assets.media_assets_view.deselect_all,取消全选
views.rail.tools.media_assets.media_assets_view.move_to,移动到...
views.rail.tools.media_assets.media_assets_view.move_picker_title,移动媒体文件
views.rail.tools.media_assets.media_assets_view.move_confirm_title,移动媒体文件
views.rail.tools.media_assets.media_assets_view.move_confirm_message,移动选中的 {0} 个媒体文件？\n原始文件会从当前位置移除。\n目标：{1}
views.rail.tools.media_assets.media_assets_view.move_conflict_message,目标位置已存在同名文件。\n冲突的文件会自动重命名后移动。
views.rail.tools.media_assets.media_assets_view.move,移动
views.rail.tools.node_library.node_library_view.expand_all,全部展开
views.rail.tools.node_library.node_library_view.collapse_all,全部折叠
views.rail.tools.node_library.node_library_view.add_to_stage,添加
